PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM	
J	Thomas, Nicola J.; Harvey, David C.; Hawkins, Harriet								Crafting the Region: Creative Industries and Practices of Regional Space								REGIONAL STUDIES				47	1	SI		75	88		10.1080/00343404.2012.709931			JAN 1 2013	2013	Thomas N. J., Harvey D. C. and Hawkins H. Crafting the region: creative industries and practices of regional space, Regional Studies. This paper draws on an analysis of craft-based networks in South West Britain to inform one's understandings of regional space; around thinking territorially and thinking topologically. It considers how the contemporary relational region negotiates the historical context of sedimented practices and imaginaries of territory and authority. Through an analysis of micro-social relations, the paper examines how regionally based governance structures are negotiated through trans-local, inter-regional and international practices. It calls for attention to be placed on the planned and prosaic, conscious and unconscious practices, discourses and connections that are involved in the becoming of a region.									1	0	0	0	1	0034-3404		WOS:000312592500007		
J	Dubovik, Sviatlana; Bouzerda-Wahlen, Aurelie; Nahum, Louis; Gold, Gabriel; Schnider, Armin; Guggisberg, Adrian G.								Adaptive reorganization of cortical networks in Alzheimer's disease								CLINICAL NEUROPHYSIOLOGY				124	1			35	43		10.1016/j.clinph.2012.05.028			JAN 2013	2013	Objective: The impact of neuronal cell loss associated with Alzheimer's disease (AD) on the network organization of the brain is poorly understood. Here we investigated whether modifications in resting-state functional connectivity (FC) are associated with cognitive function of AD patients.Methods: High-density electroencephalograms (EEGs) were obtained from patients with early stages of AD and elderly healthy controls. Cortical oscillations were reconstructed with an adaptive spatial filter. Maps of imaginary coherence (IC) between brain areas were compared between groups and correlated with cognitive performance.Results: Parietal and medial temporal lobes of AD patients showed a disruption of alpha band FC to the rest of the brain. However, an adaptive extension of the language network to the right hemisphere could be observed in AD patients and was correlated with better verbal fluency. A shift of FC from alpha frequencies to theta frequencies could be observed in a memory network and was associated with better verbal memory performance.Conclusions: Not only dysfunctional but also adaptive network reorganization occurs in early AD.Significance: The network mechanisms for preserved cognitive functioning may inform novel treatment strategies for AD in the future. (C) 2012 International Federation of Clinical Neurophysiology. Published by Elsevier Ireland Ltd. All rights reserved.									4	0	2	0	4	1388-2457		WOS:000313293800007	22781497	
J	Casas-Cortes, Maribel; Cobarrubias, Sebastian; Pickles, John								Re-bordering the neighbourhood: Europe's emerging geographies of non-accession integration								EUROPEAN URBAN AND REGIONAL STUDIES				20	1			37	58		10.1177/0969776411434848			JAN 2013	2013	This paper highlights the ways in which the emerging models of migration management are producing new geographies of the European Union's borders that complicate notions of a tightly bounded and easily delineated 'Schengen space' or 'Fortress Europe'. Under policy frameworks such as the European Neighbourhood Policy and the EU's Global Approach to Migration, a process of economic and political regional integration is under way that is beginning to transform the ways in which non-accession neighbours and neighbours of neighbours in North Africa and beyond are articulated with the EU. Central to these changes are programmes, institutions and practices of both regional economic development and border routes management. This changing geopolitical and geo-economic approach to regional integration and the nature of European borderlands has at its heart a series of new spatial imaginaries, institutional actors and cartographic experiments that point to a project in process in which the relationships between territory, state and population are being reconfigured to produce new notions of sovereignty across more complex and multiple borders and, in some cases, beyond borders.									3	0	0	0	3	0969-7764		WOS:000313208900003		
J	Charnick, David William								PETER ACKROYD'S IMAGINARY PROJECTIONS: A CONTEXT FOR THE CREATURE OF THE CASEBOOK OF VICTOR FRANKENSTEIN					1			MODERN LANGUAGE REVIEW				108				52	+		10.5699/modelangrevi.108.1.0052			JAN 2013	2013	Peter Ackroyd's Imaginary Projections: A Context for the Creature of. e Casebook of Victor Frankenstein by David William Charnick. e negative reception of Peter Ackroyd's. e Casebook of Victor Frankenstein has obscured the significance of the novel's creature.. e creature develops a device used since Ackroyd's first novel, and functioning alongside other numinous presences-that of a character whose reality stems from imaginative projection. In later novels Ackroyd includes the reader in the process of projection, encouraging belief in the existence of a monster, which is later undercut.. is article argues that, in his latest novel to date, Ackroyd further promotes the power of the imagination, and continues to develop his visionary challenge to the conventional perception of reality.									0	0	0	0	0	0026-7937		WOS:000313067200003		
J	Zoric, Vladimir								Vampire Nation: Violence as Cultural Imaginary.					1			MODERN LANGUAGE REVIEW				108				335	336		10.5699/modelangrevi.108.1.0335			JAN 2013	2013										0	0	0	0	0	0026-7937		WOS:000313067200056		
J	Kelly, Philip F.				Kelly, Philip/H-3823-2013				Production networks, place and development: Thinking through Global Production Networks in Cavite, Philippines								GEOFORUM				44				82	92		10.1016/j.geoforum.2011.10.003			2013	2013	Global Production Networks (GPNs) offer the possibility of a nuanced and encompassing account of how value is created and distributed in productive systems that span the globe. This paper argues, however, that there are ultimately limits to the vision of even the most finely tuned 'network' approach, and these become especially apparent when the concept of development is introduced. Taking development to be a fundamentally areal idea, concerned with improvement of the human condition in specific places, questions arise about how effectively a focus on production networks can capture such processes of change. Using the case of Cavite in the Philippines, the paper explores the dimensions of rapid development in a place that are made visible using a GPN framework, and those that may remain hidden. Hidden processes may include landscape and environmental change, households and livelihoods, and social differentiation and uneven geographical development. The paper concludes that GPN approaches tend to subordinate the completeness of places by focusing on their role in firms' production networks. It suggests that instead of resolving the dialectic between place and network in favour of networks, a productive tension between two spatial imaginaries should be maintained. (C) 2011 Elsevier Ltd. All rights reserved.									4	0	0	0	4	0016-7185		WOS:000313474500010		
J	Urbanik, Julie; Morgan, Mary								A tale of tails: The place of dog parks in the urban imaginary								GEOFORUM				44				292	302		10.1016/j.geoforum.2012.08.001			2013	2013	According to the American Pet Products Manufacturers Association there are similar to 75 million dogs living as companion animals in the country and similar to 39% of all households include a dog. Because a significant population of dogs live in urban areas, there has been a growing interest in improving where and how dogs can inhabit city spaces. One result of this interest has been the rise of dog parks or off-leash dog areas - often inside of, or attached to, public parks. These dog parks, however, are not without controversy. At the heart of the controversy are two interrelated questions: (1) where and how do the needs of other species become incorporated into urban spaces? and (2) what is the place of dogs in the conceptual identity of urban residents? To answer these questions we used Kansas City, Missouri, as a case study because it is an urban area of similar to 100,000 dogs (similar to 400,000 humans), one established dog park, and a recent political battle over establishing a second. We combine theoretical grounding in animal and urban geographies with data from a news media analysis, a small-scale resident survey, a content analysis of public comments, and interviews to demonstrate that as the urban human-dog relationship changes in the private space of the home it is driving new urban identities and new configurations of public spaces. (C) 2012 Elsevier Ltd. All rights reserved.									6	0	1	0	6	0016-7185		WOS:000313474500031		
J	Purves, Gordon Michael								Finding truth in fictions: identifying non-fictions in imaginary cracks								SYNTHESE				190	2			235	251		10.1007/s11229-012-0144-5			JAN 2013	2013	I critically examine some recent work on the philosophy of scientific fictions, focusing on the work of Winsberg. By considering two case studies in fracture mechanics, the strip yield model and the imaginary crack method, I argue that his reliance upon the social norms associated with an element of a model forces him to remain silent whenever those norms fail to clearly match the characteristic of fictions or non-fictions. In its place, I propose a normative epistemology of fictions which clarifies a model's ontological commitments when the community of scientists lack any clear, shared norms of use. Specifically, I will introduce a variational account of fictions as an extension of Laymon's monotonic improvability account of idealizations. I will conclude by connecting this variational account of fictions to didactic fictions in general.									0	0	0	0	0	0039-7857		WOS:000313065500005		
J	Hult, Anna								Swedish Production of Sustainable Urban Imaginaries in China								JOURNAL OF URBAN TECHNOLOGY				20	1	SI		77	94		10.1080/10630732.2012.735405			JAN 1 2013	2013	Sweden and the broader region of Scandinavia have been widely praised for their efforts to develop and promote models of sustainability for the rest of the world. Swedish international architecture and urban planning firms are driven by the advantage of being able to brand their projects as Sustainable and Scandinavian. In this sense, the sustainable city has become a Swedish service to export. In order to strengthen a coherent image of Swedish sustainable urban development, in, 2007, the Swedish Trade Council initiated a marketing platform for eco-profiled companies under the name of SymbioCity. This paper seeks to explore the production of imaginaries at play in the performance of SymbioCity. It especially addresses the way in which notions of progress and a better city life were presented to Chinese audiences in the Swedish pavilion at the World Expo in Shanghai in 2010. The Swedish pavilion is here regarded as a node in the export of a wider network of Swedish sustainable urban planning services. I argue that the imaginaries that Sweden produces through activities associated with the SymbioCity underlines a view that equates progress with the notion of decoupling of economic growth and CO2-emissions. In presenting an image of decoupling as a Swedish experience possible to transfer to China, it also establishes views of progress as linear and space as static. Using the term absent presence opens up a counter narrative, which turns decoupling as a Swedish experience into a myth and raises the need for urban imaginaries based on a relational view of space.									3	0	0	0	3	1063-0732		WOS:000314349900006		
J	Potapkina, Viktoria								Vampire Nation: Violence as Cultural Imaginary								NATIONS AND NATIONALISM				19	1			192	193		10.1111/nana.12008_4			JAN 2013	2013										0	0	0	0	0	1354-5078		WOS:000313906400013		
J	Mahlck, Paula								Academic women with migrant background in the global knowledge economy: Bodies, hierarchies and resistance								WOMENS STUDIES INTERNATIONAL FORUM				36		SI		65	74		10.1016/j.wsif.2012.09.007			JAN-FEB 2013	2013	Across the globe, academic work is changing in order to meet the demands of the global knowledge economy. This process of change is characterised by the dominant discourses of competition, accountability and excellence, which produce an imaginary of a seemingly disembodied researcher. Departing from a Swedish higher education and research policy landscape, the aim of this article is to explore how, in comparison with their Swedish colleagues, women academics with a migrant background make representations of the good researcher in their work practices. This involves exploring how processes of racialisation - including processes of whiteness are at work when different layers of migration are read through a white Swedish normality. The results indicate that whiteness is an attributed quality and contributes to constructing success, and that racialised researchers stand out as being particularly invisible representations within a Research Excellence framework. In this article I suggest that this visibility/invisibility paradox (Mirza 2009) can be interpreted not only as a reflection of the number of racialised researchers in Swedish higher education, but also as a general discourse of colour-blindness and Swedish white privilege. (C) 2012 Elsevier Ltd. All rights reserved.									0	0	0	0	0	0277-5395		WOS:000314325800008		
J	Dubovik, Sviatlana; Ptak, Radek; Aboulafia, Tatiana; Magnin, Cecile; Gillabert, Nicole; Allet, Lara; Pignat, Jean-Michel; Schnider, Armin; Guggisberg, Adrian G.								EEG alpha band synchrony predicts cognitive and motor performance in patients with ischemic stroke								BEHAVIOURAL NEUROLOGY				26	3			187	189		10.3233/BEN-2012-129007			2013	2013	Functional brain networks are known to be affected by focal brain lesions. However, the clinical relevance of these changes remains unclear. This study assesses resting-state functional connectivity (FC) with electroencephalography (EEG) and relates observed topography of FC to cognitive and motor deficits in patients three months after ischemic stroke. Twenty patients (mean age 61.3 years, range 37-80, 9 females) and nineteen age-matched healthy participants (mean age 66.7 years, range 36-88, 13 females) underwent a ten-minute EEG-resting state examination. The neural oscillations at each grey matter voxel were reconstructed using an adaptive spatial filter and imaginary component of coherence (IC) was calculated as an index of FC. Maps representing mean connectivity value at each voxel were correlated with the clinical data. Compared to healthy controls, alpha band IC of stroke patients was locally reduced in brain regions critical to observed behavioral deficits. A voxel-wise Pearson correlation of clinical performances with FC yielded maps of the neural structures implicated in motor, language; and executive function. This correlation was again specific to alpha band coherence. Ischemic lesions decrease the synchrony of alpha band oscillations between affected brain regions and the rest of the brain. This decrease is linearly related to cognitive and motor deficits observed in the patients.									1	0	0	0	1	0953-4180		WOS:000315323800007	22713421	
J	Hiramoto, Mie								Hey, you're a girl?: Gendered expressions in the popular anime, Cowboy Bebop								MULTILINGUA-JOURNAL OF CROSS-CULTURAL AND INTERLANGUAGE COMMUNICATION				32	1			51	78					2013	2013	The popular anime series, Cowboy Bebop, was originally created and released in Japan in 1998 and later gained an intense overseas following. The show owes its phenomenal international acclaim to successful conventions of hegemonic masculinity represented by the imaginary characters. The social semiotics of desire depicted in Cowboy Bebop cater to a general heterosexual market in which hero and babe characters are represented by archetypes of heterosexual normativity. In this study, the idea of inter-indexicality, or 'the movement between two distinctive indexical systems as a semiotic mode of subject formation' (Inoue 2003: 317), will be employed in the discussion of data derived from the Japanese and American English dubbing of Cowboy Bebop. The analysis will focus on how ideas including heterosexual normativity are reproduced in order to negotiate the intertextual distances that link the characters and audience. Inter-indexical notions help to construct interpretive voices familiar to the cross-cultural audience's social world.									0	0	0	0	0	0167-8507		WOS:000315365900003		
J	Elwood, Sarah; Lawson, Victoria								Whose crisis? Spatial imaginaries of class, poverty, and vulnerability								ENVIRONMENT AND PLANNING A				45	1			103	108		10.1068/a45383			JAN 2013	2013										0	0	0	0	0	0308-518X		WOS:000316035100010		
J	Ousselin, Edward								Shadows of utopia: trials on imaginary voyages from the XVIth to the XVIIIth century								FRENCH STUDIES				67	1			93	94					JAN 2013	2013										0	0	0	0	0	0016-1128		WOS:000315318500017		
