PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM	
J	Fouere, Marie-Aude								Julius Nyerere, Ujamaa, and Political Morality in Contemporary Tanzania								AFRICAN STUDIES REVIEW				57	1			1	24		10.1017/asr.2014.3			APR 2014	2014	Since the 2000s, Tanzania has witnessed the return in the public sphere of a reconfigured version of Ujamaa as a set of moral principles embodied in the figure of the first president of Tanzania, Julius Kambarage Nyerere. The persisting traces of Nyerere and Ujamaa are not so evident in actual political practices or economic policies, but rather in collective debates about politics and morality-in short, in contemporary imaginaries of the nation. Contributing to a long-standing discussion of the moral stature of Tanzania's "father of the nation," the article explores how and why a shared historical memory of Nyerere is being built or contested to define, mediate, and construct Tanzanian conceptions of morality, belonging, and citizenship in the polis today.									1	0	0	0	1	0002-0206		WOS:000340825100001		
J	Bergesio, Liliana; Golovanevskyz, Laura								Las ciudades y sus muros de cristal. Ajuste neoliberal en una experiencia del noroeste argentino	The cities and their glass walls; Neoliberal adjustment in an experience in northwestern Argentina							Economía, sociedad y territorio				14	44			1	48					2014-04	2014	In this article we discuss some consequences of neoliberal policies in 1990's decade in Jujuy (Argentina), based on the study of changes that took place in the urban scenery of its capital city. Throughout the emergence and explosive development of a local district called Alto Comedero we observe how neoliberal policies deepened the division between social groups and relegating those less wealthy to remote and invisible parts of the city, leaving indelible marks on the imaginary, the subjectivities and the material life conditions of such groups.	En este artículo se discuten algunas consecuencias de las políticas neoliberales de la década de 1990 en Jujuy (Argentina), a partir del estudio de los cambios en el entramado urbano de su capital. Con el surgimiento y desarrollo explosivo del barrio Alto Comedero se observa cómo las políticas neoliberales profundizaron la separación entre sectores sociales, generando procesos de relegación de grupos desfavorecidos a zonas alejadas e invisibles de la ciudad, dejando marcas indelebles en el imaginario, las subjetividades y las condiciones materiales de vida de tales grupos.								0	0	0	0	0	1405-8421		SCIELO:S1405-84212014000100002		
J	Roberts, Les								Talkin bout my generation: popular music and the culture of heritage								INTERNATIONAL JOURNAL OF HERITAGE STUDIES				20	3	SI		262	280		10.1080/13527258.2012.740497			APR 3 2014	2014	Raymond Williams once remarked that 'Culture is one of the two or three most complicated words in the English language' (1983). He never said what the other ones were but had he been writing today, one of these might well have been 'heritage'. Indeed, the imbrications of 'culture' and 'heritage', and the vexed nature of their relationship, particularly with regard to popular music, are such that each has come to serve as a synonym for the other in the wider sociocultural imaginary. This paper casts a critical spotlight on discourses of cultural heritage in the UK by questioning what makes popular music culture 'heritage' and considering the extent to which the UK popular music has become increasingly heritagised. Relating the specific example of popular music to wider debates on cultural heritage and heritagisation, the paper calls for greater problematising of discourses of popular music as cultural heritage, and considers, by way of conclusion, how a critical focus on the lived, performative and 'hauntological' dynamics of music heritage practices can illuminate understandings of the way cultures of music and memory are negotiated and transacted in the present.									2	0	0	0	2	1352-7258		WOS:000333872300004		
J	Olarte Sierra, Maria Fernanda; Del Castillo Hernandez, Adriana Diaz								We Are All the Same, We All Are Mestizos': Imagined Populations and Nations in Genetics Research in Colombia								SCIENCE AS CULTURE				23	2			226	252		10.1080/09505431.2013.838214			APR 3 2014	2014	In Colombia, as in other Latin American countries, current population genetics research is based on the understanding that Colombians constitute a mestizo nation, given the admixture process that took place between Africans, Amerindians, and Europeans during colonial times. The mestizo is a pervasive category used by geneticists to conduct, organise, and publish research studies that deal with the continent's peopling process and the genetic makeup of its contemporary population(s). It is also the dominant imaginary for the Colombian population and a key nation-building ideology. By tracing how this category moves and is used across four Colombian genetics laboratories, it is possible to discern that despite its apparently clear-cut boundaries, the mestizo is contingent, contested, and flexible, allowing for multiple understandings and usages. This flexibility and multiplicity are visible in the quantification of genetic ancestry, the divisions of geographical location, and the understanding of gender. Such understandings allow one to think about a homogeneous nation (inclusive) that is simultaneously heterogeneous (exclusive); they provide multiple but not necessarily contradictory possibilities of being mestizo, allowing the coexistence of images of the nation that could otherwise seem contradictory; and they permit navigation around contested terms such as race, while simultaneously thinking of mixed races or racialised individuals. Finally, these flexible and multiple constructions of the mestizo (re)produce various subjects as other', whether they are women, the Indigenous, the black/dark, or the poor.									1	0	0	0	1	0950-5431		WOS:000335212200004		
J	Ajello, Linell								Soldiers, scapegoats, and the tragic demands of Operation First Casualty								INTERNATIONAL JOURNAL OF CULTURAL STUDIES				17	3			243	257		10.1177/1367877913489371			MAY 2014	2014	In 2008, the activist group Iraq Veterans Against the War (IVAW) produced Operation First Casualty, a piece of guerrilla theater staged on streets and in parks in U.S. cities, in which members performed actions that they had carried out as they patrolled Iraq and Afghanistan. In opposition to representations of war that excerpt violent events from daily life, IVAW portrays military culture as one of habitual brutality. At the same time, Operation First Casualty placed an audience of American bystanders in positions akin to those of Iraqis and Afghanis, in an attempt to engage empathy for, and enable solidarity with, the people whose countries are occupied by the US. Due to what I describe as soldiers' function as a scapegoat figure in the national imaginary, IVAW's insight has had little influence on public discourse. To understand the co-determinacy of the marginal status of soldiers and the social framing that gives the soldier figure such pull, I overlay theories of tragedy and political sociology in which scholars explore the ritualistic dynamics of scapegoats, collective identity, and outsiders in democratic society.									0	0	0	0	0	1367-8779		WOS:000333552900003		
J	Jamieson, Kirstie								Tracing festival imaginaries: Between affective urban idioms and administrative assemblages								INTERNATIONAL JOURNAL OF CULTURAL STUDIES				17	3			293	303		10.1177/1367877913487550			MAY 2014	2014	This article offers a way of understanding not only Festival Cities, but also the Creative City paradigm and to some extent the practices employed through the convergence of culture and urban planning that has come to dominate the logic of urban space. In its exploration of the 20th century's nascent administrative imaginary of urban cultural festivals it is in part, a genealogy, but I hope it offers more, that it elaborates a re-reading of the urban predisposition towards a culturalized identity and the curation of affective urban space, which despite the economic downturn, continues to privilege its own legibility. In so doing, this article argues that the city promotes not only its cultural capital, but also its administration.									0	0	0	0	0	1367-8779		WOS:000333552900006		
J	D'Angelo, Lorenzo								WHO OWNS THE DIAMONDS? THE OCCULT ECO-NOMY OF DIAMOND MINING IN SIERRA LEONE								AFRICA				84	2			269	293		10.1017/S0001972013000752			MAY 2014	2014	Much of the literature on Sierra Leonean diamonds focuses on the role that this mineral resource played in the recent civil conflict (1991-2002). However, the political-economic perspective that is common to these analyses has lost sight of the main actors in this social reality. What do miners think of diamonds? Like their Malagasy colleagues engaged in the search for sapphires, the Sierra Leonean diamond miners often maintain that they do not know what diamonds could possibly be used for. What is specific to the diamond mining areas in this West African country is that suspicions and fantasies about the uses of diamonds go hand in hand with the idea that these precious stones belong to invisible spiritual entities known locally as djinns or d epsilon bul d epsilon n. Although this article aims to analyse the occult imaginary of diamond miners, it takes a different stand from the occult economies approach. By combining a historical-imaginative perspective with a historical and ecological one, this article intends to highlight the indissoluble interweaving of material and imaginative processes of artisanal diamond production in the context of Sierra Leone's mines.									0	0	0	0	0	0001-9720		WOS:000334106500005		
J	Notturno, Francesca; Marzetti, Laura; Pizzella, Vittorio; Uncini, Antonino; Zappasodi, Filippo								Local and remote effects of transcranial direct current stimulation on the electrical activity of the motor cortical network								HUMAN BRAIN MAPPING				35	5			2220	2232		10.1002/hbm.22322			MAY 2014	2014	We systematically investigated the effects of cathodal and anodal Transcranial Direct Current Stimulation (CtDCS, AtDCS) on the electric activity of primary motor cortex during a motor task. High-density electroencephalography was used to define the spatial diffusion of tDCS after effects. Ten healthy subjects performed a finger tapping task with the right hand before and after three separate sessions of 20 minutes of Sham, AtDCS or CtDCS over left primary motor cortex (M1). During movement, we found an increment of low alpha band Event-Related Desynchronization (ERD) in bilateral central, frontal areas and in the left inferior parietal region, as well as an increment of beta ERD in fronto-central and parieto-occipital regions, after AtDCs compared to Sham and CtDCS. In the rest pre-movement period, after Sham as well as AtDCS, we documented an increment of low alpha band power over the course of pre- and post-stimulation recording sessions, localized in the sensorimotor and parieto-occipital regions. On the contrary, after CtDCS no increment of low alpha power was found. Finally beta band coherence among signals from left sensorimotor cortex and activity of bilateral parietal, occipital and right frontal regions was higher after AtDCS compared with Sham condition. Similarly, theta coherence with parietal and frontal regions was enhanced after AtDCS. We hypothesize that the local modulation of membrane polarization, as well as long-lasting synaptic modification induced by tDCS over M1, could result in changes of both local band power and functional architecture of the motor network. Hum Brain Mapp 35:2220-2232, 2014. (c) 2013 Wiley Periodicals, Inc.									2	0	2	0	2	1065-9471		WOS:000334012100030	23913800	
J	Jung, Dietrich; Petersen, Marie Juul								"WE THINK THAT THIS JOB PLEASES ALLAH": ISLAMIC CHARITY, SOCIAL ORDER, AND THE CONSTRUCTION OF MODERN MUSLIM SELFHOODS IN JORDAN								INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES				46	2	SI		285	306		10.1017/S0020743814000117			MAY 2014	2014	This article explores the role of Islam in contemporary Jordanian charities and social welfare organizations. In what ways do these organizations relate to Islamic traditions in their work? What role do religious convictions play in the construction of modern selfhoods among their employees and volunteers? Do these constructions relate to broader, globally relevant, social imaginaries? The article tries to answer these questions by applying a novel analytical framework to qualitative data from fieldwork conducted among Jordanian charities and social welfare organizations. We treat these organizations as "social sites" for the reinterpretation of Islamic traditions in the context of global modernity as well as for the construction of meaningful forms of modern selfhoods among their members. In doing so, we argue that these specifically Islamic identity constructions can fruitfully be understood with reference to different types of globally relevant social imaginaries.									1	0	0	0	1	0020-7438		WOS:000334121100005		
J	Simpson, Tim								Macau Metropolis and Mental Life: Interior Urbanism and the Chinese Imaginary								INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH				38	3			823	842		10.1111/1468-2427.12139			MAY 2014	2014	This article investigates the tendency towards an interiorized and encapsulated urbanity in Macau and the functional role of this phenomenon in the 'mental life' of Chinese consumers. A Portuguese territory for half a millennium, Macau was returned to the People's Republic of China (PRC) in 1999; the postcolonial, semi-autonomous Macau Special Administrative Region has subsequently become the most lucrative casino gaming site in the world, far surpassing casino revenues earned in Las Vegas. This article investigates the manner in which the local government of the city-state and the central government of the PRC have colluded with transnational capital to effect a remarkable enclosure of the urban commons in Macau. The entire city today may be understood as a biopolitical laboratory of consumption, where the PRC uses a preferential exit visa policy to allow tourists from select, relatively affluent provinces access to Macau. The new built environment of the city naturalizes a radical urban imaginary and corresponding post-socialist 'quality' consumer subject; that subject is crucial to the macroeconomic goals of the PRC and the sustainability of global capitalism.									0	0	0	0	0	0309-1317		WOS:000333800700006		
J	Andorno, Roberto								Philosophic politic and imaginary Genealogies of the technoscience								MEDICINE HEALTH CARE AND PHILOSOPHY				17	2			315	315					MAY 2014	2014										0	0	0	0	0	1386-7423		WOS:000334122500019		
J	Sutil, Nicolas Salazar								Mathematics in Motion: A Comparative Analysis of the Stage Works of Schlemmer and Kandinsky at the Bauhaus								DANCE RESEARCH				32	1			23	42		10.3366/drs.2014.0085			MAY 2014	2014	This essay looks at the seminal work of Bauhaus practitioners Wassily Kandinksy and Oskar Schlemmer in terms of their multidisciplinary approach to the performing arts, and the dance in particular. Whilst their contribution has been widely recognized in terms of a cross-pollination of ideas from the fine arts to the performing arts, this essay also addresses the influence that compositional methods, based on techniques derived from figural drawing, as well as the study of form and geometry, might have had in their choreographic practice. I argue that despite stylistic similarities, these works present a divergent approach to the question of a geometrized motion design, which Schlemmer called 'mathematics in motion'. I discuss the concept of 'abstract dance' promoted by Kandinsky, in terms of a visualistic method, where movement is rendered both as a succession of still images and as an imaginary process. Schlemmer, on the other hand, promoted a synthesis of abstract and physical, as part of a model for live performance known as 'balletic mathematics'. I expand on this distinction in terms of a differential sense schematic approach to movement, one being visual, the other proprioceptive. Landmark works produced by these artists during the Bauhaus years (1922-1933) are called upon as case studies, including Kandinsky's Dance Curves (after Gret Palucca), and Schlemmer's renowned Stabetanz.									0	0	0	0	0	0264-2875		WOS:000334843200002		
J	Mohamed, Najma								Islamic Education, Eco-ethics and Community								STUDIES IN PHILOSOPHY AND EDUCATION				33	3	SI		315	328		10.1007/s11217-013-9387-y			MAY 2014	2014	Amid the growing coalescence between the religion and ecology movements, the voice of Muslims who care for the earth and its people is rising. While the Islamic position on the environment is not well-represented in the ecotheology discourse, it advances an environmental imaginary which shows how faith can be harnessed as a vehicle for social change. This article will draw upon doctoral research which synthesised the Islamic ecological ethic (eco-ethic) from sacred texts, traditions and contemporary thought, and illustrated how this ethic is enlivened in the educational landscape of Islam. Knowledge of the relationship between human beings and the natural world, of the creative order upon which the world was created, and of right living, is essential in this educational project and the global ecoIslamic movement employs a range of institutes, from the masjid to the maktab, to impart the environmental message of Islam. Despite the manifestation of environmental education activities across the educational establishment, much of what passes as Islamic education today is not representative of the holistic, integrated and comprehensive educational philosophy of Islam. Contemporary social concerns, such as the environmental question, can, in my view, act as an impetus to develop a pedagogy which endeavours to be true to the religious traditions, values and ethics of Islam, while also displaying the transformative force of this faith. Muslims, at more than one-fifth of the world population, own a fair share of global concern around the earth's health and well-being. Across the world, many continue to base their life and lifestyle decisions on the teachings of Islam, and are showing the relevance of traditional resources and institutions in meeting one of the greatest challenges facing humanity-the health of our planet.									0	0	0	0	0	0039-3746		WOS:000334523000007		
J	Waghid, Yusef; Davids, Nuraan								On the (Im)possibility of Democratic Citizenship Education in the Arab and Muslim World								STUDIES IN PHILOSOPHY AND EDUCATION				33	3	SI		343	351		10.1007/s11217-013-9393-0			MAY 2014	2014	The euphoria of the recent Arab Spring that was initiated in northern African countries such as Tunisia, Egypt and Libya and spilled over to Bahrain, Yemen and Syria brings into question as to whether democratic citizenship education or more pertinently, education for democratic citizenship can successfully be cultivated in most of the Arab and Muslim world. In reference to the Gulf Cooperation Council countries (Bahrain, Kuwait, Saudi Arabia, Qatar, Oman and the United Arab Emirates) in the Middle East, we argue that unless gender inequality, mostly instigated by religious-tribal and patriarchal perspectives, is eradicated, it would be impossible to engender any plausible conception of education for democratic citizenship in most of the Arab and Muslim world. Our thesis rests on an understanding that, firstly, education in the Arab and Muslim world is located in an impoverished view of education for Muslims; and secondly, that the notable absence of democratic citizenship is enhanced by gender-based discrimination in society especially in the professions and politics. We contend that education for democratic citizenship in the Arab and Muslim world is necessary and ought to be framed along a pluralist imaginary of citizenship. However, considering the continued prevalence of authoritarianism at politico-social levels our argument is that it seems feasible to enhance and at times disrupt the cultivation of national education drawing on some of the features of a pluralist imaginary of citizenship.									0	0	0	0	0	0039-3746		WOS:000334523000009		
J	Camilleri, Kristian								Toward a constructivist epistemology of thought experiments in science								SYNTHESE				191	8			1697	1716		10.1007/s11229-013-0358-1			MAY 2014	2014	This paper presents a critical analysis of Tamar Szabo Gendler's view of thought experiments, with the aim of developing further a constructivist epistemology of thought experiments in science. While the execution of a thought experiment cannot be reduced to standard forms of inductive and deductive inference, in the process of working though a thought experiment, a logical argument does emerge and take shape. Taking Gendler's work as a point of departure, I argue that performing a thought experiment involves a process of self-interrogation, in which we are compelled to reflect on our pre-existing knowledge of the world. In doing so, we are forced to make judgments about what assumptions we see as relevant and how they apply to an imaginary scenario. This brings to light the extent to which certain forms of skill, beyond the ability to make valid logical inferences, are necessary to execute a thought experiment well.									1	0	0	0	1	0039-7857		WOS:000335505900003		
J	Aliste, Enrique; Musset, Alain				Aliste, Enrique/I-1218-2013	Aliste, Enrique/0000-0002-4085-9093			To think the territories of development. Sustainability and public action in the name of an imaginary city. Concepcion (Chile), 1950-2010								EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES				40	120			91	110					MAY 2014	2014	The discussion of a development plan conceived from the notion of territory is proposed here as. a central challenge. Thus, items that are gradually giving support to the notion of the city, on the basis of the different discourses about development prevalent today. From this starting point, we try to problematize the concept of territory in the field of public action, and explore how new forms of organization and spatial assessments are articulated stemming from discourse practices. We conclude, opening a longer-term discussion, that to look at the city as an object of planning seems unwise, as it is more a dynamic process than a static entity. Geo-historically it evidences trends and forms that only make sense in time, making it necessary to look at the city in a broader perspective. This is explored and discussed in the case of Metropolitan Area of Concepcion (AMC).									0	0	0	0	0	0250-7161		WOS:000335546000005		
J	Miguel Rodrigo, Luis; Atienza, Miguel								Migration and regional representations: Discourses on the Region of Antofagasta								EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES				40	120			159	181					MAY 2014	2014	Research on internal migration has been traditionally based on a banal conception of space, without taking into account how regional representations, the socially constructed space, affect the decision of migrating to another region. This work uses the methodologies of discussion group and sociological discourse analysis to identify the discourses of future professionals from other regions in Chile about the Region of Antofagasta, a mining area located in Northern Chile. Despite the growing prosperity of this region during the past two decades, the discourses that represent Antofagasta have a negative denotation with different features according to the socio-spatial distance to this region and gender. These representations could reduce the arrival of qualified migrants and women to Antofagasta and negatively affect the future development of the region.									0	0	0	0	0	0250-7161		WOS:000335546000008		
