PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM	
J	Reiner, M; Gilbert, JK								The symbiotic roles of empirical experimentation and thought experimentation in the learning of physics								INTERNATIONAL JOURNAL OF SCIENCE EDUCATION				26	15			1819	1834		10.1080/0950069042000205440			DEC 17 2004	2004	This study was an attempt to identify the epistemological roots of knowledge when students carry out hands-on experiments in physics. We found that, within the context of designing a solution to a stated problem, subjects constructed and ran thought experiments intertwined within the processes of conducting physical experiments. We show that the process of alternating between these two modes-empirically experimenting and experimenting in thought-leads towards a convergence on scientifically acceptable concepts. We call this process mutual projection. In the process of mutual projection, external representations were generated. Objects in the physical environment were represented in an imaginary world and these representations were associated with processes in the physical world. It is through this coupling that constituents of both the imaginary world and the physical world gain meaning. We further show that the external representations are rooted in sensory interaction and constitute a semi-symbolic pictorial communication system, a sort of primitive 'language', which is developed as the practical work continues. The constituents of this pictorial communication system are used in the thought experiments taking place in association with the empirical experimentation. The results of this study provide a model of physics learning during hands-on experimentation.									9	0	0	0	9	0950-0693		WOS:000226056100001		
J	Benecke, M								The genetic imaginary: DNA in the Canadian criminal justice system								PUBLIC UNDERSTANDING OF SCIENCE				14	2			225	226		10.1177/0963662505054560			APR 2005	2005										0	0	0	0	0	0963-6625		WOS:000228924500007		
J	Macnaghten, P; Kearnes, MB; Wynne, B								Nanotechnology, governance, and public deliberation: What role for the social sciences?								SCIENCE COMMUNICATION				27	2			268	291		10.1177/1075547005281531			DEC 2005	2005	In this article we argue that nanotechnology represents an extraordinary opportunity to build in a robust role for the social sciences in a technology that remains at an early, and hence undetermined, stage of development. We examine policy dynamics in both the United States and United Kingdom aimed at both opening up, and closing down, the role of the social sciences in nanotechnologies. We then set out a prospective agenda for the social sciences and its potential in the future shaping of nanotechnology research and innovation processes. The emergent, undetermined nature of nanotechnologies calls for an open, experimental, and interdisciplinary model of social science research.					Annual Meeting of the American-Association-for-the-Advancement-of-Science	FEB, 2005	Amer Assoc Advancement Sci	Washington, DC	125	0	9	2	129	1075-5470		WOS:000233174400006		
J	Hyysalo, Sampsa								Representations of use and practice-bound imaginaries in automating the safety of the elderly								SOCIAL STUDIES OF SCIENCE				36	4			599	626		10.1177/0306312706058426			AUG 2006	2006	The present paper examines how representations of prospective use became designed in a novel healthcare technology for elderly people. The case lends support to studies arguing that explicit investigations provide only a part of the representations of prospective use for technology design. It draws attention to a source of representations of use that is at once obvious and under-explored: the professional traditions of developers of technology. To examine this, the concept of practice-bound imaginary is introduced as an alternative to existing terms, such as technological frame. The concept enables better understanding of the interplay of multiple professional practices, the orientation of technology projects and the dynamics of how traditions affect the ideas about prospective use. These analytical possibilities were needed in the case-analysis, as the project was informed by several professional practices, each with their own sets of representations of use. Moreover, in many cases the representations of use were at once representations of viability, medical validity or manufacturability. They were often also inter-animated by adjoining representations from the same practice and compatible assumptions from other practices. Use was not only planned, configured or implicitly assumed, but also was inscribed by the models for conducting design, routine procedures and the messy interactions between people and materials. Designers themselves became aware of the implications of their solutions only after the artefact was reshaped by the resistance of the eventual users and refusers of the device.									15	0	0	0	15	0306-3127		WOS:000239897500004		
J	Fara, Patricia								Hidden depths: Halley, hell and other people								STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE				38	3			570	583		10.1016/j.shpsa.2007.06.004			SEP 2007	2007	During the long eighteenth century, boundaries between theology and natural philosophy, between imaginary and factual travel narratives, between fiction and social commentary, were far more fluid than they are today. To explore these relationships, this paper links Mary Shelley's Frankenstein-a book often hailed as the first science fiction novel-to two earlier works which are now less well known: Edmond Halley's article about terrestrial magnetism, in which he suggested that God had created inhabited illuminated cavities inside the earth; and a satirical fantasy voyage written by the Danish author Ludvig Holberg, but published anonymously as Niels Klim's journey to the underground and immediately translated into many languages. Attention is focussed on how the ambiguous presentation of these and other texts blurs any straightforward classification of genres. The aim of examining these writers together is not to search for direct mappings from one project to another, but instead to introduce Holberg's unfamiliar yet important book and also to cast new light on Frankenstein, one of England's most famous works of literature. (C) 2007 Elsevier Ltd. All rights reserved.									0	0	1	0	1	0039-3681		WOS:000250389800008		
J	Grace, Victoria M.; Daniels, Ken R.; Gillett, Wayne				Gillett, Wayne/A-8579-2012				The donor, the father, and the imaginary constitution of the family: Parents' constructions in the case of donor insemination								SOCIAL SCIENCE & MEDICINE				66	2			301	314		10.1016/j.socscimed.2007.08.029			JAN 2008	2008	Current international policy trends in the field of medically assisted conception are moving towards increased openness of information regarding the nature of conception where donated gametes are involved. In the case of donor insemination this means that the donor is no longer anonymous, offspring have the right to access information about the donor's identity, and parents are encouraged to tell children the nature of their donor-assisted conception. Until recently, however, the practice of donor insemination has tended to create the conditions for ignoring, or erasing, the existence of the donor as the provider of the gametes. Changing policy creates numerous challenges to this erasure, and to traditional conceptualisations of the father. This research is based on analysis of the narratives of a group of 41 New Zealand couples who conceived children with the assistance of donor insemination 15-18 years prior. This article focuses on their talk about the donor. The parents' negation of the donor supports the normative formation of 'family', and is in turn supported by an instrumental and de-personalising discourse in relation to the donor. A tension is created within the parents' talk whereby donors are negated and yet simultaneously appear as persons. We explore this discursive construction, suggesting that a new framework for thinking about donated gametes and the role of the donor is influencing parents' narrations and understandings of family. We discuss these influences and examine their implications, particularly with respect to a separation of the bio-genetic from the social-environmental. (c) 2007 Elsevier Ltd. All rights reserved.									22	0	5	0	22	0277-9536		WOS:000252822000009	17928116	
J	Calhoun, Craig								Cosmopolitanism in the modern social imaginary								DAEDALUS				137	3			105	114		10.1162/daed.2008.137.3.105			SUM 2008	2008										16	0	0	0	16	0011-5266		WOS:000257905000010		
J	Pesic, Peter								Proteus rebound - Reconsidering the "Torture of Nature"								ISIS				99	2			304	317		10.1086/588627			JUN 2008	2008	Though Carolyn Merchant has agreed that Francis Bacon did not advocate the "torture of nature," she still maintains that "the very essence of the experimental method arose out of human torture transferred onto nature." Her arguments do not address serious problems of logic, context, and contrary evidence. Her particular insistence on the influence of the torture of witches ignores Bacon's skepticism about witchcraft as superstitious or imaginary. Nor do the writings of his successors sustain her claim that they carried forward his supposed program to abuse nature. We should be wary of metaphorical generalizations that ignore the context of the metaphor, the larger intent of the writers, and the fundamental limitations of such metaphors as descriptions of science.There are no scientific methods which alone lead to knowledge! We have to tackle things experimentally, now angry with them and now kind, and be successively just, passionate, and cold with them. One person addresses things as a policeman, a second as a father confessor, a third as an inquisitive wanderer. Something can be wrung from them now with sympathy, now with force; reverence for their secrets will take one person forwards, indiscretion and roguishness in revealing their secrets will do the same for another. We investigators are, like all conquerors, discoverers, seafarers, adventurers, of an audacious morality and must reconcile ourselves to being considered on the whole evil.									2	0	0	0	2	0021-1753		WOS:000257895800003	18702399	
J	Trizio, Emiliano								How many sciences for one world? Contingency and the success of science								STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE				39	2			253	258		10.1016/j.shpsa.2008.03.017			JUN 2008	2008	Contingentism is the claim that the history of a particular field of science could have taken a different route from the actual one, and that the resulting imaginary science could have been both as successful as the real one and, in a non-trivial way, incompatible with it. Inevitabilism consists in the denial of this claim. in this paper, I try both to give a clear content to contingentism, especially in the field of physics, and to argue for its plausibility, while acknowledging that it is extremely hard to give an argument that establishes its validity in a compelling way. By contrasting the history of science with that of geographic discoveries and the difficulties faced by any inevitabilist account of the former, I consider three different characterizations of the success of science, truth, adequacy to the phenomena, and robust fit, and analyze their consequences for the meaning and plausibility of contingentism. I retain the third characterization of scientific success and argue that the role played by creativity in scientific activities and the fact that there is a multiplicity of paths that researchers can legitimately follow in order to obtain a robust fit jointly support a qualified version of contingentism. (C) 2008 Elsevier Ltd. All rights reserved.									1	0	0	0	1	0039-3681		WOS:000257356200011		
J	Fleer, Marilyn								Supporting Scientific Conceptual Consciousness or Learning in 'a Roundabout Way' in Play-based Contexts								INTERNATIONAL JOURNAL OF SCIENCE EDUCATION				31	8			1069	1089	PII 791718123	10.1080/09500690801953161			2009	2009	Little change has been noted over 10 years of research into teacher knowledge and confidence to teach science in the early and primary years of schooling. There is a significant body of research demonstrating that early childhood and primary teachers lack confidence and competence in teaching science. However, much of this research blames the victim, and offers little analysis for the systemic reasons for teachers' confidence and competence in science education other than a lack of science knowledge. This paper reports on a study that examined teacher philosophy and pedagogical practices within the context of an analysis of children's concept formation within playful early childhood settings. Through teacher interviews, video recordings of science play, and photographic documentation of children's science activities in one rural preschool, it was noted that teacher philosophy about how young children learn is a significant contributing factor to learning in science. It is argued that teacher philosophy makes more of a difference to children's scientific learning than does teacher confidence to teach science or knowledge of science. The study also shows that without a mediational scientific framework for using materials in play-based contexts, children will generate their own imaginary, often non-scientific, narratives for making sense of the materials provided.									13	0	0	0	13	0950-0693		WOS:000265992600005		
J	Cutting, Andrew								Ashes in Orbit: Celestis Spaceflights and the Invention of Post-cremationist Afterlives								SCIENCE AS CULTURE				18	3	SI		355	369		10.1080/09505430903122992			2009	2009	Americans increasingly cremate rather than bury their dead, and post-cremation memorial services, such as ash-scattering ceremonies over sea and land, have emerged as a new arena of commercial enterprise and consumer spirituality. Celestis spaceflights, begun in 1997, elevate personal ash-scattering rituals into public performances of the technological sublime by sending tiny samples of cremated remains into earth orbit. The company's promotional materials construct the ashes' journey, inspired by science fiction and the space programmes, as a spiritual quest to the stars. Sending ashes into orbit, like cryonic suspension and human cloning, illustrates a cultural imaginary linking technology with the transcendence of mortality. While Celestis spaceflights have remained marginal to mainstream culture, their version of an afterlife journey invents a new kind of gothic undead: the posthumous cremain-astronaut, enjoying a heavenly, once-in-a-lifetime trip.									1	0	0	0	1	0950-5431		WOS:000207920300007		
J	Smith, Elta								Imaginaries of Development: The Rockefeller Foundation and Rice Research								SCIENCE AS CULTURE				18	4			461	482		10.1080/09505430903186070			2009	2009	This article is both a historical and contemporary analysis of the Rockefeller Foundation's changing role in rice research over the past 50 years, and though there are many overlaps between them, focuses on three broad periods: first, the RF's early work in rice research, particularly through the establishment of the International Rice Research Institute (IRRI) and the Green Revolution era of the 1960s and 1970s; second, the development of the RF's rice biotechnology program in the 1980s; and third, the RF's focus on agricultural research in Africa, with rice research as a subset of their programmatic efforts, during the 1990s and beyond. Rice research in each of the different periods was driven by different framings of problems and potential solutions, incorporating wider ideologies, epistemologies, and key actors and networks, with the RF at the center. Viewed in this way, the Rockefeller Foundation's involvement in rice research cannot be seen 'simply' as an agricultural modernization project, but rather as simultaneously a sociopolitical project that extends particular modes of governance through homogenization and paternalism.									1	0	0	0	1	0950-5431		WOS:000207920500005		
J	Jasanoff, Sheila; Kim, Sang-Hyun								Containing the Atom: Sociotechnical Imaginaries and Nuclear Power in the United States and South Korea								MINERVA				47	2			119	146		10.1007/s11024-009-9124-4			JUN 2009	2009	STS research has devoted relatively little attention to the promotion and reception of science and technology by non-scientific actors and institutions. One consequence is that the relationship of science and technology to political power has tended to remain undertheorized. This article aims to fill that gap by introducing the concept of "sociotechnical imaginaries." Through a comparative examination of the development and regulation of nuclear power in the US and South Korea, the article demonstrates the analytic potential of the imaginaries concept. Although nuclear power and nationhood have long been imagined together in both countries, the nature of those imaginations has remained strikingly different. In the US, the state's central move was to present itself as a responsible regulator of a potentially runaway technology that demands effective "containment." In South Korea, the dominant imaginary was of "atoms for development" which the state not only imported but incorporated into its scientific, technological and political practices. In turn, these disparate imaginaries have underwritten very different responses to a variety of nuclear shocks and challenges, such as Three Mile Island (TMI), Chernobyl, and the spread of the anti-nuclear movement.									53	0	2	0	53	0026-4695		WOS:000268247700001		
J	Domski, Mary								The intelligibility of motion and construction: Descartes' early mathematics and metaphysics, 1619-1637								STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE				40	2			119	130		10.1016/j.shpsa.2009.03.003			JUN 2009	2009	I argue for an interpretation of the connection between Descartes' early mathematics and metaphysics that centers on the standard of geometrical intelligibility that characterizes Descartes' mathematical work during the period 1619 to 1637. This approach remains sensitive to the innovations of Descartes' system of geometry and, I claim, sheds important light on the relationship between his landmark Geometry (1637) and his first metaphysics of nature, which is presented in Le monde (1633). In particular, I argue that the same standard of clear and distinct motions for construction that allows Descartes to distinguish 'geometric' from 'imaginary' curves in the domain of mathematics is adopted in Le monde as Descartes details God's construction of nature. I also show how, on this interpretation, the metaphysics of Le monde can fruitfully be brought to bear on Descartes' attempted solution to the Pappus problem, which he presents in Book I of the Geometry. My general goal is to show that attention to the standard of intelligibility Descartes invokes in these different areas of inquiry grants us a richer view of the connection between his early mathematics and philosophy than an approach that assumes a common method is what binds his work in these domains together. (C) 2009 Elsevier Ltd. All rights reserved.					Spring Conference on Integrated History and Philosophy of Science	2007		Univ Pittsburgh, Pittsburgh, PA	3	0	0	0	3	0039-3681		WOS:000267904000001		
