PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM	
J	Beisel, Uli; Boete, Christophe				BOETE, Christophe/A-7926-2010				The Flying Public Health Tool: Genetically Modified Mosquitoes and Malaria Control								SCIENCE AS CULTURE				22	1	SI		38	60		10.1080/09505431.2013.776364			MAR 1 2013	2013	For many in the scientific world, technologies of genetic modification offer a promising method to control vector-borne infectious diseases such as malaria. Nevertheless, the recent releases of the first genetically modified (GM) mosquitoes into the wild have triggered heated discussions. How is the humanmosquito relationship being reconfigured through the development of GM mosquitoes? The scientific modifications that make mosquitoes incapable of transmitting malaria and capable of generating profit have epistemic consequences for public health. GM mosquitoes have shifted malaria control in ways that might best be understood in terms of transposition' (Braidotti): the mosquito transforms from a disease-bringing agent to a benevolent public health tool. This transformation from vector to tool is technically elegant, but this elegance is also risky. As the history of malaria epidemics has shown, mosquitoes travel long distances in hardly predictable patterns. Creating a GM mosquito then also means to surrender public health practices to the lines of flight of the mosquito itself.									3	0	0	0	3	0950-5431		WOS:000317299200003		
J	Bertoni, Filippo								Soil and Worm: On Eating as Relating								SCIENCE AS CULTURE				22	1	SI		61	85		10.1080/09505431.2013.776365			MAR 1 2013	2013	Earthworms and soil combine in an ecotoxicological experiment in the Vrije Universiteit in Amsterdam. To determine the effects of a toxic compound produced by genetically modified broccoli, ecotoxicologists use the earthworm in a standardized test to understand the conditions of the soil. In the experiment a variety of elements are brought together and associated in a stable network, but the worm and the soil do not only associate; rather, the worm emerges entangled in different kinds of relations with the soil, both as bioindicator and as bioturbator. Eating provides a good tool to analyze these relations: keeping close to the tangible materialities of the lab practices, eating highlights the complex, asymmetrical relationality of worm and soil. This pushes the understanding of association that circulates in social theory, bringing back its original critical stance towards given notions of liberal, autonomous agents with renewed empirical strength. Thus eating not only frames worms that emerge from the practices of ecotoxicologists as bioindicators and as bioturbators, but it also offers a different language for what has been called the politics of nature', or how to bring nature into politics without accepting it as a given. In responding to the question on how to live with our planet, eating reminds us that we would do well to start from practices instead of agency in framing our politics of nature'.									0	0	0	0	0	0950-5431		WOS:000317299200004		
J	Kelly, Ann H.; Lezaun, Javier								Walking or Waiting? Topologies of the Breeding Ground in Malaria Control								SCIENCE AS CULTURE				22	1	SI		86	107		10.1080/09505431.2013.776368			MAR 1 2013	2013	Few places bear as much historical and scientific significance as the breeding ground, the accumulation of stagnant water where disease-carrying insects lay their eggs. Since the turn of the twentieth century, when mosquitoes of the Anopheles genus were identified as the vector of malaria transmission, these aquatic habitats have been a key object of epidemiological research and public health intervention against the disease. Yet the breeding ground can be incorporated into a number of different topologies, each implying a different spatialization of malaria and a distinct imagination of what kind of mosquito control is doable'. A contemporary example of malaria control in Dar es Salaam, Tanzania, illuminates an essential tension between what we characterize as territorial and bionomic approaches to the breeding groundthat is, between control strategies premised on treating all mosquito habitats within a given region, and those that prioritize certain sites on the basis of their position within ecological networks. Each topology localizes the breeding ground by reference to a distinct set of relations, and thus advances an idiosyncratic understanding of what sort of research is worthwhile conducting and what kinds of intervention are sustainable. The multiple ways in which the breeding ground can become an object of research and action clarifies the role of topology as an infra-logic of public health, and makes explicit the politics implicit in efforts to bring different orders of the local to scale.									2	0	0	0	2	0950-5431		WOS:000317299200005		
J	Tousignant, Noemi				chen, juan/E-8441-2014				Insects-as-Infrastructure: Indicating, Project Locustox and the Sahelization of Ecotoxicology								SCIENCE AS CULTURE				22	1	SI		108	131		10.1080/09505431.2013.776369			MAR 1 2013	2013	Infrastructure, as a potential legacy of transnational scientific collaborations, is usually seen as extrinsic to the immediate production of knowledge. But cumulative collaborative scientific workwhat scientists actually do together; the ways in which they act on the world and transform our understanding of itcan also help create durable enabling environments for ongoing scientific practice. Project Locustox began in 1989 as a pilot to evaluate the environmental effect of locust control pesticides in the Sahel. It was prolonged through additional project phases over the next decade; in 1999, a locally-administered permanent ecotoxicological research centre was established in Senegal. Central to this project was the creation of Sahelian bio-indicators. The work of indicating, which was largely performed with and by insects, can be described as enacting infrastructure. Insects formed an axis along which data and expertise were accumulated, and, as a result, they were stabilized as durable toolsas bodies, colonies and the techniques for manipulating themfor future Sahelian ecotoxicology. Considering insects as producing infrastructure invites a reflection on the possibilities and difficulties of scientific capacity-building in the Global South. Specifically, examining the temporal extensions of indicating work leads to an account of how sustained investment in continuous collaborative scientific work can draw together biological entities, techniques, knowledge, materials, working relations and institutions to build durable capacity for science; but insect indicators also reveal the costs of and obstacles to maintaining the integration of methodological, material and institutional components of infrastructure.									2	0	0	0	2	0950-5431		WOS:000317299200006		
J	Mamo, Laura; Fishman, Jennifer R.								Why Justice?: Introduction to the Special Issue on Entanglements of Science, Ethics, and Justice								SCIENCE TECHNOLOGY & HUMAN VALUES				38	2	SI		159	175		10.1177/0162243912473162			MAR 2013	2013	This special issue of Science, Technology, & Human Values assembles papers that consider relations among science, ethics, and justice. The papers are drawn from a 2011 National Science Foundation-sponsored workshop that brought together interdisciplinary scholars to consider, incorporate, and attend to the meanings, uses, and social consequences of ethical questions and justice ideals in technoscientific projects. The papers included in this special issue examine key areas that emerged from this workshop, including public participation, the production of knowledge, what counts as consent, ownership of biomaterials, and others. Together, the papers raise questions about new directions and articulations of power, justice, and inequalities in science and technology studies.									2	0	0	0	2	0162-2439		WOS:000330312100001		
J	Reardon, Jenny								On the Emergence of Science and Justice								SCIENCE TECHNOLOGY & HUMAN VALUES				38	2	SI		176	200		10.1177/0162243912473161			MAR 2013	2013	In the last few years, justice has emerged as a matter of concern for the contemporary constitution of technoscience. Increasingly, both practicing scientists and engineers and scholars of science and technology cite justice as an organizing theme of their work. In this essay, I consider why "science and justice" might be arising now. I then ask after the opportunities, but also the dangers, of this formation. By way of example, I explore the openings and exclusions created by the recent conjugation of science and justice in the field of personal genomics. Finally, I conclude with reflections on what other forms "science and justice" might take, and what might be gained or lost in fostering them.									5	0	1	0	5	0162-2439		WOS:000330312100002		
J	Garrison, Nanibaa' A.								Genomic Justice for Native Americans: Impact of the Havasupai Case on Genetic Research								SCIENCE TECHNOLOGY & HUMAN VALUES				38	2	SI		201	223		10.1177/0162243912470009			MAR 2013	2013	In 2004, the Havasupai Tribe filed a lawsuit against the Arizona Board of Regents and Arizona State University (ASU) researchers upon discovering their DNA samples, initially collected for genetic studies on type 2 diabetes, had been used in several other genetic studies. The lawsuit reached a settlement in April 2010 that included monetary compensation and return of DNA samples to the Havasupai but left no legal precedent for researchers. Through semistructured interviews, institutional review board (IRB) chairs and human genetics researchers at US research institutions revealed their perspectives on the Havasupai lawsuit. For interviewees, the suit drew attention to indigenous concerns over genetic studies and increased their awareness of indigenous views. However, interviewees perceived no direct impact from the Havasupai case on their work; if they did, it was the perceived need to safeguard themselves by obtaining broad consent or shying away from research with indigenous communities altogether, raising important questions of justice for indigenous and minority participants. If researchers and IRBs do not change their practices in light of this case, these populations will likely continue to be excluded from a majority of research studies and left with less access to resources and potential benefit from genetic research participation.									1	0	0	0	1	0162-2439		WOS:000330312100003		
J	Allen, Barbara L.								Justice as Measure of Nongovernmental Organization Success in Postdisaster Community Assistance								SCIENCE TECHNOLOGY & HUMAN VALUES				38	2	SI		224	249		10.1177/0162243912470726			MAR 2013	2013	Through exploring multiple contemporary conceptions of justice, this article illustrates that justice matters when considering outcomes in non-governmental organization (NGO) assistance. In environmental justice (EJ) scholarship, the term justice has been underproblematized, assuming a tacit understanding of the concept as fairness or equitable distribution of environmental harms. Using the rebuilding of two heavily damaged poor and minority neighborhoods in post-Katrina New Orleans as case studies, this article makes evident the different conceptualizations of justice embedded within the strategies and techniques of NGOs and community organizations. Examining both practices and outcomes, I argue that the definition of justice that NGOs implicitly or explicitly adopt in their strategies and technologies of assistance can lead to very different results in postdisaster neighborhood revitalization. For science and technology studies, conceptions of justice can help articulate a more critical social science that opens up the descriptive/normative divide. This is important in thinking about equitable social change and allied policy-as it applies not only to NGO assistance but also to other science and technology issues that intersect with marginalized communities as well.									1	0	0	0	1	0162-2439		WOS:000330312100004		
J	Ottinger, Gwen								Changing Knowledge, Local Knowledge, and Knowledge Gaps: STS Insights into Procedural Justice								SCIENCE TECHNOLOGY & HUMAN VALUES				38	2	SI		250	270		10.1177/0162243912469669			MAR 2013	2013	Procedural justice, or the ability of people affected by decisions to participate in making them, is widely recognized as an important aspect of environmental justice (EJ). Procedural justice, moreover, requires that affected people have a substantial understanding of the hazards that a particular decision would impose. While EJ scholars and activists point out a number of obstacles to ensuring substantial understanding-including industry's nondisclosure of relevant information and technocratic problem framings-this article shows how key insights from Science and Technology Studies (STS) about the nature of knowledge pose even more fundamental challenges for procedural justice. In particular, the knowledge necessary to inform participation in decision making is likely not to exist at the time of decision making, undermining the potential for people to give their informed consent to being exposed to an environmental hazard. In addition, much of the local knowledge important to understanding the consequences of hazards will develop only after decisions have been made, and technoscientific knowledge of environmental effects will inevitably change over the period during which people will be affected by a hazard. The changing landscape of knowledge calls into question the idea that consent or participation during one decision-making process can by itself constitute procedural justice. An STS-informed understanding of the nature of knowledge, this article argues, implies that procedural justice should include proactive knowledge production to fill in knowledge gaps, and ongoing opportunities for communities to consent to the presence of hazards as local knowledge emerges and scientific knowledge changes.									2	0	0	0	2	0162-2439		WOS:000330312100005		
J	McGowan, Michelle L.; Sharp, Richard R.								Justice in the Context of Family Balancing								SCIENCE TECHNOLOGY & HUMAN VALUES				38	2	SI		271	293		10.1177/0162243912469412			MAR 2013	2013	Bioethics and feminist scholarship has explored various justice implications of nonmedical sex selection and family balancing. However, prospective users' viewpoints have been absent from the debate over the socially acceptable bounds of nonmedical sex selection. This qualitative study provides a set of empirically grounded perspectives on the moral values that underpin prospective users' conceptualizations of justice in the context of a family balancing program in the United States. The results indicate that couples pursuing family balancing understand justice primarily in individualist and familial terms rather than in terms of social justice for women and girls or for children resulting from sex selection. Study participants indicated that an individual's desire for gender balance in their family is ethically complex and may not be inherently sexist, immoral, or socially consequential, particularly given the social context in which they live. Our findings suggest that the social conditions that contribute to prospective users' desires for gender balance in their families may direct them away from recognizing or engaging broader social justice concerns relating to sexism and stratified reproduction.									1	0	1	0	1	0162-2439		WOS:000330312100006		
J	Sismondo, Sergio								Untitled								SOCIAL STUDIES OF SCIENCE				43	2			161	162		10.1177/0306312713482058			APR 2013	2013										0	0	0	0	0	0306-3127		WOS:000329433200001		
J	Wazeck, Milena								Marginalization processes in science: The controversy about the theory of relativity in the 1920s								SOCIAL STUDIES OF SCIENCE				43	2			163	190		10.1177/0306312712469855			APR 2013	2013	In the 1920s, hundreds of pamphlets were published whose authors self-confidently claimed to have refuted the theory of relativity. The opposition to relativity was extraordinarily fierce and lasted years, including not only physicists and philosophers but also scientific laymen. What were the motives of Einstein's opponents? On what basis was the theory of relativity attacked so vociferously? This article focuses on the emergence of a heterogeneous international network of academic and nonacademic opponents to Einstein in the early 1920s and suggests a theoretical approach for understanding the nature of the controversy about the theory of relativity. I argue that the controversy about the theory of relativity represents a type of controversy that is unresolvable because of the ontological commitments underlying the arguments against academic consensus and the social dynamics of a process of marginalization of proponents of deviant knowledge.									1	0	0	0	1	0306-3127		WOS:000329433200002		
J	Lawless, Christopher J.								The low template DNA profiling controversy: Biolegality and boundary work among forensic scientists								SOCIAL STUDIES OF SCIENCE				43	2			191	214		10.1177/0306312712465665			APR 2013	2013	This article describes disputes that have arisen around forms of forensic DNA profiling technologies known as low-template DNA' methods. These ultra-sensitive techniques, used to analyse trace quantities of DNA, have previously been used in many high-profile criminal cases. However, certain cases have stimulated renewed debate within forensic scientific communities concerning the reliability and validity of low-template DNA. The low-template DNA controversy is used in this article to further explore the co-productive dynamics between biotechnology and criminal justice, which have previously been termed biolegality'. My study describes the boundary work through which interlocutors have attempted to frame the status of low-template DNA as a forensic innovation. A series of published exchanges by forensic scientists in a technical journal is used to highlight the challenges of negotiating a series of technological boundaries through which low-template DNA has been comprehended by actors. I show how the articulation of low-template DNA creates new and varying epistemic relationships and dependencies. In making visible this boundary work, I highlight the potential for further exploration of the interactional dimensions of biolegality.									0	0	0	0	0	0306-3127		WOS:000329433200003		
J	Suryanarayanan, Sainath; Kleinman, Daniel Lee								Be(e) coming experts: The controversy over insecticides in the honey bee colony collapse disorder								SOCIAL STUDIES OF SCIENCE				43	2			215	240		10.1177/0306312712466186			APR 2013	2013	In this article, we explore the politics of expertise in an ongoing controversy in the United States over the role of certain insecticides in colony collapse disorder - a phenomenon involving mass die-offs of honey bees. Numerous long-time commercial beekeepers contend that newer systemic agricultural insecticides are a crucial part of the cocktail of factors responsible for colony collapse disorder. Many scientists actively researching colony collapse disorder reject the beekeepers' claims, citing the lack of conclusive evidence from field experiments by academic and industry toxicologists. US Environmental Protection Agency regulators, in turn, privilege the latters' approach to the issue, and use the lack of conclusive evidence of systemic insecticides' role in colony collapse disorder to justify permitting these chemicals to remain on the market. Drawing on semistructured interviews with key players in the controversy, as well as published documents and ethnographic data, we show how a set of research norms and practices from agricultural entomology came to dominate the investigation of the links between pesticides and honey bee health, and how the epistemological dominance of these norms and practices served to marginalize the knowledge claims and policy positions of commercial beekeepers in the colony collapse disorder controversy. We conclude with a discussion of how the colony collapse disorder case can help us think about the nature and politics of expertise.									4	0	1	0	4	0306-3127		WOS:000329433200004		
